cik,json_transcriptid,companyid,date,qid,question,answer,q_char_len,a_char_len,qa_char_len,q_word_len,a_word_len,qa_word_len
0000009984,1136911,254193,2017-02-17,16,"A couple of questions. Just kind of back to the same topic Mike was talking about. It might help underscore kind of the outlook for mid-single-digit growth on the OEM side. If you were to help maybe quantify how much revenue headwind you see from 777 in '17 versus '16; and then perhaps maybe as a percent of OEM sales, what the composition of these new programs was in '16 and what you expect it to be in '17, if you could put some numbers around that?","I was just going to comment there. At a peak, it was $100 million program for us, right, when you think about where we were. So building on that, to think about $100 million per year and that was roughly 100 aircraft because we had a content at its peak of about $1 million per aircraft. Our last number we say that was $900,000 for OEM sales for aircraft. And as we pointed out earlier in the year or last year now that, that's a combination of all of our sales that we ship against the given program divided by the number of aircraft that is forecast to be produced. Today, as you think about 5 per month as an example, you're thinking about 60. And so relatively speaking, you're talking about $100 million down to less than $60 million as it pertains to the GE90 as a single engine program. And so we have that aspect that's happening over the last 2 years. And in the same time, we have the XWB ramping as well as the LEAP. The LEAP, as an example, to put some numbers around this, aircraft-wise last year, I think somewhere in the range of 36 aircraft. And then as we move into this year, our content is 25% of the total number of aircraft that will be produced because as you think about the A320neo, it splits roughly 50-50 between the GTF and the LEAP program, and then we have 50% as a dual source on the LEAP, so 25% of total aircraft to be produced, so a significant ramp in 2017 and, of course, why there's such emphasis on the production, scalability against that program.",453,1486,1939,87,282,369
0000009984,1258710,254193,2017-07-28,30,"Great. I guess the last one for me, on -- pertaining to capital deployment, perhaps M&A and maybe any kind of potential opportunities in aftermarket Aero that you're seeing.","So on the aftermarket side of Aerospace, it's an area that we keep very close tabs on. It's not one that in the short term we're thinking about deploying capital. From a capital deployment standpoint on M&A, we continue to be very active in our due diligence of not only existing spaces that we play in but also adjacent spaces. And as we move forward, if you look at our Aerospace aftermarket in particular, because you mentioned it, where we've deployed capital has not so much been in new acquisitions in bricks -- brick and mortar, but has been more into longer-term life-of-program-type deals, in particular the CRP and the RSP, which we just talked about. Thank you all for joining us this morning. We look forward to speaking with you next as part of our Inaugural Investor Day on September 7.
And operator, we will now conclude today's call. Thank you.",173,860,1033,29,152,181
0000009984,1521763,254193,2018-07-27,13,"This is Drew Haroldson on for Matt Summerville. Going back to the question on margin on the Industrial segment, how much of a sequential improvement in profitability came from improvement in execution in Engineered Components versus other factors? Any granularity you could give on that would be helpful.","Yes. I would say, on that one, when we look at the improvement, as we mentioned before, just the overall margin expansion kind of the past 3 quarters, 2 to 3 quarters in this business, we are getting the benefits of 2 major actions: one was we announced the consolidation of 2 facilities, and we're starting to see the benefits of that here in the first half. We'll see more of that in the second, as reflected in our guidance; and the other is the execution challenges that we faced in Associated Spring. We're starting to see that recovery. And again, most of that is going to be in the second half in terms of expansion, if you will, on the productivity side. So we're getting industrial back to the mid-teens in terms of operating margins, and that's what our expectation is for the second half of the year and guiding to the mid-teens and getting back to where we were, call it, 18 months ago. Great. Thank you. We'd like to thank all of you for joining us this morning, and we look forward to speaking with you next on October 26 with our third quarter 2018 earnings call.
Operator, we will now conclude today's call.",304,1123,1427,48,207,255
0000010254,1280402,230458856,2017-08-10,12,"Okay. Perfect. And then just generally, I guess kind of going back to Jason's question on where you guys are focusing, but more so, I guess, on the pad size or spacing. And you guys talked about the 660-foot wells actually outperforming even with a similar frac design. Is that -- is the 660 kind of the base plan going forward? Any plans to do anything different, higher or lower? And then, I guess, any interest in any C bench wells in Reagan given what some peers are seeing there?","So yes, our 660 plan is kind of how all our sticks are laid out, you might call it. If we do an Upper and a Lower B, the spacing actually might be a little bit tighter. But given that they're in 2 different targets, that shouldn't be any issue, whatsoever. And we've seen some of that. We've already drilled some wells similar to that. So that's not the issue. Our plan is laid out at 660. We're probably not going to develop an entire unit at 660 in 1 bench in 2018, anyway, just given our obligation drilling that we're going to do. As far as the C goes, we love the results that others are having, and we're holding that C card in our hip pocket for the time being. And at some point, in 2018, if we run 2 rigs, maybe we'll find an area where we do drill a C well. Hey, Jeff. Take this -- take what I say with a bit of humor and [ candor ]. So I'm -- but I was going to say exactly what Robert said. If we stick with one rig because of commodity prices and things like that, we'll probably stick to our knitting on the A and B. When we get to a second rig, okay, this is with a little bit of humor here. We are going to drill a C well or 2 out there just so I can tell you and some of your peers out there, ""See, I told you so."" So I was actually talking with some of your peers out there about that last night. So yes, we want to prove to you that we've got upside in all that acreage.",484,1389,1873,90,290,380
0000010254,2534128,230458856,2022-03-10,17,"First one is on the borrowing base utilization pro forma for Bighorn. With the preferred -- convertible preferred, trying to wrap my head around that, if you can help. And then on -- and I think you mentioned that based on the timing, the actual acquisition cost will be lower from a cash perspective. How close to the $1.325 billion do we get with peak borrowings?","Sure. Maybe let me hit the convertible preferred first. So that's the pipe that we did around the Bighorn transaction. That's with EnCap and Post Oak. And that's $280 million of cash they're putting in equity. Ultimately, that should get converted into Class A shares, a sequence event and timing and sort of NYSE approval standpoint requires that, that goes to a shareholder vote. We have the vote already in hand, but that still has to formally happen. 
There is something that some lawyer could imagine that would cause that to not happen, but it's not anything you would consider any real practical risk. So that effectively is Class A common shares, but they won't get converted until sometime in probably the summer, if that helps. 
On the borrowing base and liquidity, so right now, we've got about $650 million drawn. That includes our having paid a deposit. Total on Bighorn, we think the purchase price adjustment, which is basically 3.5 months of kind of free cash flow, will be over $100 million. So that's going to reduce the cash need at closing of Bighorn in April. We think, roughly speaking, on the day we close Bighorn, we're about $1 billion, maybe just a tad higher, $1.025 billion of drawn RBL versus the $1.325 billion. And that's clearly high. We are monitoring the markets. And at some point, it probably makes sense to issue a high yield. We're going to keep looking at that. And that is on the radar. There's a lot more wood to chop in other areas currently. But that is an option to where we could term out some of the RBL debt and have a lesser amount drawn on the RBL.",365,1597,1962,66,286,352
0000011199,662609,255132,2014-07-24,19,"Okay. And then just bigger picture, when we think about flexible plastic packaging, in general, right, we think about a higher growth market as you talked about earlier, some of these conversions from other packaging options, et cetera. Your organic volumes have been relatively flat for the last couple years, but part of that has admittedly been because you shed some low margin business. But can you talk about the market, in general? Why maybe the market isn't growing as fast as it should? Or maybe why your volumes have been a little bit lower than the industry, and whether or not you think over time we can see that accelerate?","I just think, overall, in the first quarter, the second quarter, the GDP, like in the first quarter, was negative. And this is kind of an overall weakness in almost all of our markets. And I think that our -- and we've overcome that with some new products, and our customers, when we talk to our customers, they want to come out with new products. They want to come out with things that are innovative or that separate them on the shelf. So I think we've kind of -- we were operating kind of in a sluggish lower across-the-board. We've taken steps to -- in our pricing discipline and some of those low margin areas that we're not going to seek those opportunities that don't give us a fair return for the value that we bring. And I think we're generating growth in those targeted areas where we are paid for the value that we bring.",635,832,1467,111,156,267
0000011199,794594,255132,2015-04-23,29,"One on meat and cheese, have there been any changes or are you anticipating any changes in meat and cheese prices based on bird flu, et cetera, that could be consequential for your business later in the year?","I don't necessarily see the bird flu as a big consequence to us. We have a smaller position, if you will, in Turkey. So I don't see that as a big drag. If protein prices do come down, which their -- people indicate they might, that could be a benefit for us. But at this point, I couldn't say.",208,293,501,38,59,97
0000011199,837798,255132,2015-07-23,23,"Okay. I guess my follow-on then would be -- and I appreciate the thoughts. To the extent that maybe you've already commented on the volume drop in U.S. Packaging, how should we reconcile the volume drop there with the analytics that you are bringing to your customers to demonstrate what value you bring to them and your movement up or current absolute level of innovation and value that you bring within your packaging, right? In other words, if I'm bringing a lot of value and I'm being very innovative, then I should be able to price accordingly and not see as much volume drop off. So help us reconcile that. Again, apologies if you've already answered that on the call.","Right. We see that coming through in mix, okay? If you look at the mix within each segment, the mix is getting better within meat. It's getting better within cheese. We're driving the mix up within segments to be more profitable. And I think that's solely attributable to working with the customers more closely, bringing them value add on the front end. Protein snacking, we're driving that segment right now, and every protein customer's coming to us looking for their version of the P3 or the REV package from Hormel. We've got them now for Sargento. We've got them now for companies that I've never even heard of before. They're all coming out with a protein snack. And we're the guys that are developing that for them. So I think that, that's a reference point for us that we're doing the right things with innovation. And we're getting paid for it. And I truly believe we're getting paid for our innovation. If you look at the share loss, not the share loss but the volume loss in U.S. Packaging, a piece of it was share loss by our customer, very large customer. We -- they lost share in the market. They raised price on a drink pouch, lost volume and they called down our volumes for the rest of the year. So that's just volume lost because our customer lost share, not because we did something wrong.",674,1309,1983,120,237,357
0000011199,892890,255132,2015-10-22,22,"Mike, one more on working capital. I know it's been a $95 million source year-to-date. Assuming it ends up being $150 million, which is exactly what the drag was last year, you'd be at $550 million of operating cash flow this year, which is your 2019 target, if I'm not mistaken. Is there any reason to think that your long-term target is particularly conservative?","No, I -- first of all, I don't think -- I wouldn't read anything into it's going to be $550 million. We're just getting back to normalization -- normalized. When Bill makes that $550 million comment, think about it, our EBITDA will have grown substantially as a contribution to that. So I would think in terms of we're targeting to get to primary working capital to be 14% of net sales, and then the additional growth will come from our improvements in EBITDA as we continue to drive our performance. Thank you, Destiny. Thank you all for joining us today. This concludes our conference call.",365,592,957,64,105,169
0000012208,851888,255743,2015-08-06,10,"Okay. Great. And then I would normally jump off and come back later, but I'll just ask the question I was going to ask now anyway, I guess for Norman or John. But I don't know how you pronounce this, Theranos is getting FDA approval for the herpes test. Does -- what does this mean long term for the industry in general and Bio-Rad in particular, if anything?","So it's obviously, I think, an open question. Obviously, Theranos has a very interesting business model. There's some discussion about whether this opens up really kind of a new category of patients that want to be diagnosed. It is more of a near-patient model. I think we've seen a number of things in the past several years kind of leading towards more point-of-care and more of what I guess I would call patient-centric model and I think this is just one piece of it. I think we'll see how this plays out over the coming years.",359,530,889,68,96,164
0000012208,1024538,255743,2016-08-03,8,"Got it, okay. And then the improvements in receivable and inventory just sequentially are pretty eye-popping. Are they results of the benefits of the ERP system in U.S. kicking in? Or is it a catch-up from inefficiencies caused by the ERP implementation that had disrupted things, you're now getting back to normal? Or is it just a focus on cash flow?","Well, good question. I think a lot of it, Jeff, is just kind of the way the business cycle works in terms of typical patterns that you would see in  a first quarter or a second quarter. I will say that I think that the first quarter of this year was probably higher for those metrics than typical. And that is related a little bit to how the operating cycle works in the first quarter, but also, as you point out, to a stabilization and adoption of the system. And I think as time goes on we continue to smooth that out and are more efficient on invoicing customers, which then helps us be more efficient at collecting from customers and so on. But our DSIs and DSOs are kind of business cycle-driven through the year, depending on typical quarterly pattern. The caution about the short term is we will typically build inventories for sizable sales projection that comes late in the year. And then as we move into next year, our goal is to go live with the European SAP system, the first early April time frame. And so it wouldn't surprise me if there was a little bit of inventory build in anticipation of that transition. But certainly our long-term goal is significant improvements in DSI.",351,1192,1543,61,218,279
0000012208,1269454,255743,2017-08-03,8,"This is Sara Silverman on for Tim. I wanted to see, can you just talk about what you're seeing in the process chromatography media business, given the slowdown this quarter. Kind of just curious about your commentary around what's going on there and what the trajectory is and when you kind of expect to see a recovery?","Well, this is a business that is very traditionally lumpy. This is a supply chain provision into the drug development market. And customers are very often buying for their own purposes, as they decide to shore up safety stocks or rundown stocks. So it's very hard for us to know exactly where things are going to land. But this is really par for the course. We have a pretty long history with this business. And we're not terribly surprised by the ups and downs. We are sometimes surprised by the magnitudes. So I'm not saying that it forecasts a negative outlook for the business going forward either. Perhaps that's worth saying too. Yes. And I think last year, we saw customers stocking up, for lack of a better word, in terms of process media and the biopharma production market. And that makes for a really tough compare in the first half of the year. But certainly the long-term outlook of the business for us, remains very positive.",319,939,1258,57,167,224
0000012208,1356664,255743,2017-11-28,11,Just had a follow-up question for Christine on the M&A framework. You mentioned potential to go above 2.5x in terms of leverage if the right opportunity came along. Can you just talk about where you see the ceiling?,"Where do I see the ceiling? Every opportunity is different. The tenets to remember are the importance of our investment-grade rating. It depends on the deal, right? It depends on the asset. If it's a company that is either a good cash flow producer already or we have the ability to leverage one of our core competencies, take it geographic around the world, leverage our manufacturing prowess, something like that to where we can significantly improve their cash flow. Then, you have the ability to lever up even higher because you've built a model that can delever. Historically, I think when I joined the company, the leverage was at least 4.5x EBITDA that the company had levered up for the Pasteur Sanofi Diagnostics acquisition. And so we wouldn't be afraid to lever up for the right opportunity, but we would want a path to delevering as well.",215,850,1065,38,147,185
0000012208,1763573,255743,2019-06-11,11,Okay. So is it kind of immediate catch-up or is that spread over kind of a few quarters?,"It's spread over several months, not everything into Q2, but definitely within this year.",88,89,177,18,14,32
0000012208,1914968,255743,2020-02-13,3,"And then a question maybe for Andy, if you could just perhaps elaborate on some of the cost initiatives, some of the areas of the business that you'll be focused on in 2020 in terms of cost outs? And if you could perhaps quantify the net savings you anticipate from the European restructuring plan, which, I think, should be done by the second quarter?","Yes. So I'll maybe split this between Ilan and myself. I mean there's no real commentary on changes in our focus for cost outs. I mean we continue to pursue improvements in SG&A overall on a -- broadly based. And of course, I think, as we've talked before, we're starting to turn it right to longer-term manufacturing strategy and our overall footprint going forward, which will elaborate more on later in the year. I think there was another piece of that question? Or is that -- did I cover everything there? I think, Brandon -- I think, you have covered the question. I think, I covered that. Okay. So Brandon, yes, I mean, as Andy mentioned, the focus is to continue to extract leverage from -- mainly on the -- and the focus is on the SG&A line for 2020. We do plan to have an Investor Day sometime in the second half of the year, which we will lay out kind of the follow-on strategy beyond 2020, and we'll communicate more then.",352,933,1285,64,173,237
0000012208,2040765,255743,2020-06-17,13,Excellent. And how Nuvia HP-Q being used for plasmid purification?,"So Nuvia HP-Q works really well for plasmids. I have a whole separate talk on that, and we have a nice workflow for Nuvia HP-Q with plasmid. As pore size is designed for large molecules, and it has -- we've tested it against a number of other resins, and it has at least doubled or tripled the binding capacity of other resins for plasmid, again because its pore size is so large.",66,380,446,10,72,82
0000012208,2247668,255743,2021-01-11,9,"That's helpful. Appreciate. And then outside of COVID, you've mentioned the use of the technology within the gene therapy space. What makes this platform so powerful in this application?","So the real benefits of Droplet Digital PCR quite are the exquisite sensitivity, the very robust nature of the assay, it's very, very reproducible. And the fact that it's an absolute measurement. And so you don't need calibration curves. And that's very different from real-time PCR, which has been obviously a gold standard technique for many years. 
And so you can measure very precisely. So one of taking gene therapy, in particular, that is delivered via viral particles. The actual number of viral particles is the dose. The viral particle contains the gene therapy itself. So you're using that -- using Droplet Digital PCR in that instance to QC, the viral docs, on a routine basis. So as an example. So that's how -- it's, one, I think, a very good example of how the platform is being utilized in these new advanced therapy areas.",186,838,1024,29,145,174
0000012208,2247668,255743,2021-01-11,11,That was going to be my next question. How...,"Sorry, I guess I [indiscernible] there.",45,39,84,9,6,15
0000012208,2247668,255743,2021-01-11,21,Another question we've just received this. How do you feel about your revenue targets?  Are they ambitious enough? Or are there -- is there any conservatism that is embedded? And does it factor any M&A contribution?,"Yes. So Norman... You're fine. Go for it. So in terms of the last question, so it does not bake in acquisitions or specifically not the largest scale transaction that we discussed earlier. And we feel that it is a very nice growth when you think about the 2 verticals that we are in. It's actually above what you usually see for each of these verticals, meaning it's above our last 3 years. And overall, 3 years, over 3 years, the CAGR is higher. So we feel very comfortable. We think it's a very ambitious  target.",215,515,730,36,96,132
0000012208,2547632,255743,2022-04-28,6,Maybe just sticking with that. I think it might be helpful if you're able to just quantify the percent of the China business that is diagnostics in general. If you're able to quantify the number.,"So generally speaking, Asia is just over 20% for us. Overall, China is a material portion of the overall kind of Asia revenue. We historically did not kind of split between the 2 groups, but that's kind of if I had to quantify it on a high level, Brandon.",195,255,450,35,49,84
0000012208,2679635,255743,2022-11-08,21,"And sticking with the broader new product theme, you have a couple of single cell applications in development. Can you remind us where you are in the development cycle? What we ought to expect in 2023?","Yes. We introduced, in Q2, one of the first products out of that called Celselect, which is an enrichment platform for circulating tumor cells. So that was introduced in, and we're starting to build a pipeline for that offering. 
As we move forward, we're still working on and looking towards introduction of single cell sample prep for sequencing. We see that in 2023. 
And then beyond that, there's potential, whether it's in [ NanaWalls ] or in droplets, to be looking at protein-protein interactions, cell protein interactions, kind of more multiomic opportunities in either droplets or NanaWall technologies that came from the Celsee acquisition we did a couple of years ago.",201,680,881,36,111,147
0000014195,529073,256523,2013-10-17,22,"Okay. And then, I guess regarding -- comparing that versus the inventory drawdown or the production downtime that we did see during the year, did you guys produce us some higher market assumptions or did maybe the channel take down more inventory than you thought or is it just that different regions had much lower production than what you had initially anticipated. I'm just trying to understand if it was an upmarket, how your shipments were down and your production was down and kind of what the variance was.","You've got to step back now to the drought. So as we left the drought last year, last year being fiscal '12, we came out of that drought, and there was higher than normal inventories in the channel at that point in time. So what you saw was increased sell-through drawing down inventory, then that was bit of a -- somewhat of a carryover from the prior year. And so as we kind of worked our way through, we ultimately then -- we adjusted our inventories accordingly.",513,466,979,89,87,176
0000014195,571109,256523,2014-01-23,27,"Okay. And then last question. On the commercial engine side, could you size the market opportunity there versus the current business?","Yes. I don't know if I have the total commercial market opportunity. I think the important point, as Todd said, is that we have a lot of runway there given that our share has historically been underrepresented compared to what our consumer engine share is. So if you think about -- there's different pieces of that market. There's commercial cutting, which we've actually been growing our share in over the last several years. We've been also working to improve our share in utility vehicles. And where we have probably the largest opportunity is within the construction equipment space where Honda has historically been the market leader within that segment. And so we look at it, quite honestly, Adam, as all potential upside for us moving forward. And we think that we're positioned very well to take advantage of that given that we've developed some additional engines to fill out our product line with engines that meet the expectations of a true commercial user moving forward, and as we discussed earlier, with hiring these 2 individuals to lead that effort out in the market, positions us very well. Adam, we understand how big some of these markets are. The issue is -- the issue comes back to there's an addressable market that we can go after, and then within that addressable market, where are the pockets that we can get some things moving in a good way because there's some areas of the world, for example. I mean, we're not just talking about the U.S., we're talking about going to other places of the world, whether it be through a U.S. OEM or a European OEM who is also on other places of the world like China and other places. So it's a difficult question to answer only because there are certain things that we will focus on. But suffice to say that we like to talk about -- we love talking about our market share position in the consumer engine market in U.S. and in Europe. But when you ultimately step back and look at the broader engine market, there are lots of opportunities out there for us that we're looking to take advantage of through this and most of them are commercial. And so that's why we've been able to do some pretty good things here in the U.S. on commercial cutting, both with OEMs and our own business. And we'll look for ways to do things in Latin America and potentially through other places of the world where there's a lot of construction spending and a lot of construction going on. Great. Thank you, everybody, for joining us today. We look forward to speaking with you again in April for our Third Fiscal Quarter Earnings Conference Call. Have a great day.",133,2604,2737,21,463,484
0000014195,1037290,256523,2016-08-18,17,"Great. I appreciate the color. And then just a quick follow up. You called out you're doing a capacity expansion as it relates to your commercial products. So I'm just wondering, a, the timing of that becoming online; and b, has it impacted your sales in that category right now? Do you see capacity constraint?","So in terms of timing, we're just in the early innings of the planning phase, which is why you're seeing some expense roll through expected expense in '17, as we work our way through the planning of it. But we've got a pretty good idea of what we want to do and how we want to expand. And it really has to do with continuing to take advantage of that great work force that we have in Munnsville with some capacity additions that aren't too far down the road from our current facility. The -- so we're in the early innings. You won't see the capacity come online in '17 by any means. It's more on the lines of beyond '17. The -- we have not seen impacts from being capacity constrained because what we have done over the last, especially, 12 months, or really the last 24, is you have seen us produce pretty much flat out, pretty heavy throughout the entire year, whereas -- otherwise, we would have kind of a level schedule, and then we would peak out during the preseason months as we were preparing for sell-in. You've seen as pretty much produce flat out, which means we carry more inventory going into the selling season. And that's why part of the reason that you're seeing elevated inventories is for this very reason. So we have not seen it have a negative impact on our business, but as we lookout, as we look at the anticipated growth and we look at how robust our product pipeline is for new product innovation, basically, I would tell you that that's why we're in the process of planning this capacity expansion because we're very bullish on that part of the business. Thanks for joining us for the conference call. Enjoy the rest of your summer. We look forward to talking with you again in October after the end of our first quarter.",311,1746,2057,55,323,378
0000014195,1284691,256523,2017-08-17,13,"Okay. And just lastly, I wanted to see if you could comment on your market share overall. And then in particular, if you could address the headwind of battery technology. I know it's an ongoing thing, and I'm sure you're monitoring it. But how that is affecting the business overall and if you have any sort of other comments that you want to make in terms of strategy related to that?","Sure. Yes, appreciate that question, Joe. So first off, market share. Our market share has been very stable. It continues to be stable. We anticipate -- as we go through line reviews now, we'll let you know in January. But right now, we're contemplating that it's going to continue to be stable. So as -- I think you know it's quite high in the U.S. and in Europe and internal combustion engines for outdoor power equipment. And so that's gone extremely well, again, as part of that strategy of using innovation to maintain share grow margins. On the battery side, it's interesting because you see a lot more promotion and things, but really where we're seeing -- we're not seeing much of an impact at all on mowers and certainly not on riding lawn equipment. But if you think about push mowers, we're not even seeing much of an impact in the whole scheme of things. Where you see the impact -- and this is where people have a tendency to lump battery together with everything that's battery-powered. When you look at handheld product, which we don't do internal combustion engines for handheld products, so it's things like chainsaws and trimmers and blowers and hedge trimmers, we don't do internal combustion engines for any of that. We don't make those -- them that small. You've seen a tremendous shift over the last several years to battery in that handheld category such that, now, the estimate out there is that more than half of the products that are handheld are powered by battery. That's not even remotely close to what it is in walk-behind lawn mowers and certainly it's virtually nonexistent as it relates to riding lawnmowers. Now as we monitor this going forward -- first off, by the way, we launched a number of different products with batteries. So now under this, our Snapper brand, you'll find 60-volt products handheld and a mower. In the market, you'll see 82-volt product. You'll see 82-volt over in Australia. You'll see 60-volt Australia, both under the Victa brand. So we're participating in that market, which creates a new market for us obviously because we've historically not been there. The -- on the -- as things develop, so why is it developing where handheld is shifting faster than mowers? Well, you got to understand how the product is used. So on a handheld product like a blower, for example, when I mow my lawn, I'll use the blower for just a few minutes at a time rather sporadically, just to clean off the driveway and the sidewalk and things like that. So it's not a continuous power draw. On a walk-behind lawn mower, that thing is running constantly for the entire time you're mowing your lawn. Now if you have a very small lawn and you only mow for 10 minutes, perhaps a battery lawn mower is attractive. It's also going to be more expensive. If you have a larger lawn, it just isn't conducive to the longer run times that, that mowing requires. So we have not seen that, the impact of that on the overall market. Now having said that, we also have made -- been very public about the fact that we are looking at and working on things beyond the products that we've already launched in the market beyond the handhelds. And so we think that, as a power provider, there's a place for us to be doing applications of batteries, which then ultimately opens up other things. It opens up indoor applications and things like that. So I would tell you, in a nutshell, when you hear that battery products are doing well, you've got to bifurcate it between handheld and mowers. And we're just not seeing the impact on the mower side that some are leaving because they don't bifurcate the two.",385,3625,4010,71,644,715
0000014195,1939724,256523,2020-03-06,21,"Okay. And then, Todd, just a little bit on the standby power. You talked about both growing the market and growing your share. Could you maybe spill a little bit more meat around that?","Sure. So Tom, as you know, we've had some solid success over the last few years in standby power. We've invested in the product offering. In fact, we've got some new products that are going to be coming out here shortly that are going to be, I think, very attractive to the market. Where our focus really is now is because of the refresh on the product offering, it's really on the distribution side. So as we point out in the prepared remarks, I mean, we've got about 2,000 dealers today. We expect to sign up about 200 dealers annually to continue to make the distribution channel across the country more robust. Obviously, this is primarily a North America focused business. At the same time, we have California that is really accelerating, and it's an exciting time to try to help those people out there with the power needs that they have, given what they've all been through.
And then if you kind of work your way through it, the battery technology that we have will lend itself very well to the standby market. And so if you think about the power grid, you think about solar, you think about energy storage and our solution will lend itself, because remember, our solution is very flexible. It can go from basically 1-kilowatt hour, all the way up to 40-kilowatt hours, could even go beyond that, depending on how you parallel these things. And that's a really sweet spot for homeowners who either want to have just a battery backup that might not have alternative energies, if you will, or certainly, for folks that have solar power to be able to do solar storage. And so we are -- we don't have a product in the market today, simply because I'm not sure the products that are out there today are necessarily the solution. But we could replicate what's in the market today, but you can expect us in the not-so-distant future, in the very near future to be out with a battery offering that will be better than what's currently offered in the market. Well, that concludes today's call. Thank you again for joining us today. Our next conference call to discuss the fiscal third quarter results will be on or around May 1.",184,2126,2310,34,383,417
0000014693,1040456,256839,2016-08-31,5,"Okay. So maybe just looking at the consolidated price/mix in the quarter, though. It came in up 1%, a little bit softer than the trends that we've seen in the last several quarters. I would imagine the divestiture would have had a more positive price/mix impact. So is there any sort of timing issue? Do you expect that 1% to improve as you get out to the balance of the year?","Gosh, I don't remember that. I don't think so. But I think, first of all, the SoCo piece of it, we pulled all that out when we do -- did this analysis. So it's not yanking -- it's not helping or hurting. So the analysis you're seeing is excluding that. I think maybe if you're focusing on reported gross margins, that's where you see the hurt or the absence of Southern Comfort and Tuaca, which had nice, high gross margins. And so the 180 basis points on reported decline year-over-year in margin, about 130 basis points of that decline was due to the exiting and the divestiture of those 2 brands. But just [ph] 1% is -- we're expecting somewhere in that range, Paul? Yes. I mean, I think as we look at the year, it's unlike the past couple of years. Some of it because we've got lower innovation ... We were getting such a big benefit last year from particularly Fire as we introduced it. And in past years also, these barrel sales have been helpful. So in this particular quarter, I think both of those things would have worked against us.",376,1043,1419,71,194,265
0000014693,1359102,256839,2017-12-06,5,"I'd like to focus on the U.S. numbers and more specifically, rye and deflation. You had a great quarter in the U.S., but would like to understand how big Jack Daniel's Rye selling was? And also in terms of deflation, I mean you seem to have a 3% benefit in the quarter and I believe some of this is due to rye. But in addition, you had another 5% benefit in the first quarter. So do you think you are now at the right level of inventory at wholesaler level? Or are you higher than usual? And how we should think about this in the second half of the year?","Yes, I mean, to talk about rye, just as a reminder, we did -- started shipping our rye in September. So the impact on the U.S. results was very small in the quarter, and for the whole company. So I would not say that that's what's driving the increase in our top line growth rate from 5% to 6%. What we see there is really pretty broad-based growth across the portfolio. The upper end, our premium, super-premium bourbons are doing extremely well. Think of Woodford Reserve in its various expressions, from oak and rye, they're growing quite nicely. You see that in takeaway trends. Most recent trends were up 20%, 30%, 40% depending on what expression you're talking about. Or our Old Forester brands, where we're focusing not only on the Old Forester main brand, but we're seeing an acceleration in the top line of growth on some of our new expressions, which is all contributing to the mix benefit that we're getting from these products, both from the higher-end Woodford Reserve and Old Forester. And importantly, the tequilas are doing quite nicely. In the U.S., they're up well over double digits and the overall category's growing nicely. So I think if you look at the U.S. business, it's really more organically from those parts of our portfolio. Jack Daniel's is of course still growing, maybe not at the rates that it has in the past, but it's still contributing nicely. So in the quarter, what you saw is the growth rate and what you're seeing now is more from the very broad-based and upper-end expressions that we're growing really strongly. And as a reminder, we reconcile between -- in the charts at the back of the earnings release, the differences between shipments and depletions. And so of course, when you're filling pipeline, the shipments on rye would be ahead of our depletions in the United States. And the depletions, of course, at this stage, because it's still so new, would be ahead of the consumer takeaway. But the one thing that's unique about this is that there is not unlimited supply of rye for FY '18. And so there is a limit to even what we can provide, even in shipment out to the marketplace today, and that's watched, obviously, very closely. But yes, they would -- you would fully expect for the shipments to be ahead of the depletions at this stage and the depletions to be ahead of consumer takeaway. But our early read on the consumer takeaway, that even though, as Jane correctly stated, it's not driving the growth rates of Brown-Forman or the U.S., it is having a positive contribution, of course, and it's being, from what we can tell anecdotally more than anything, well received in the market. Now Laurent, I thought I would follow up just with one more question that you were asking as it related to our inventory levels, because it did benefit our reported results. You saw our reported results outstripping our underlying results at the top line, and that is U.S.-based on a reported basis that we expect to give back some in the back half of the year. It's not really -- a very tiny bit of that is rye. Paul said, yes, shipments are outpacing our depletions, but in terms of the amount of top line benefit that we got from our net inventory levels being up a bit was not due to rye. So I just wanted to clarify that, and just -- again, just remind you, as we said in our script today, that we do expect some give back. By the end of year, we'll be back more in balance from what we had said at the beginning of the year, maybe a point of growth, if you will, by the time we get to the end of the year, due to inventory levels.",554,3579,4133,110,650,760
