json_transcriptid,companyid,date,assigned_cik,is_clean1,n_components_total
2070896,263171,2020-07-21,0000023111,True,19
2084601,43182327,2020-07-23,0000036047,True,53
2091109,258937,2020-07-30,0000017843,True,35
2091980,266430,2020-07-30,0000027996,True,27
2096584,258010,2020-07-31,0000026058,True,52
2109341,265386,2020-08-04,0000026324,True,35
2138911,265087,2020-11-11,0000025895,True,25
2145429,262639,2020-10-15,0000022444,True,45
2147941,256893,2020-11-19,0000014707,True,54
2150560,253478,2020-10-16,0000009092,True,63
2155486,267761,2020-10-28,0000030305,True,42
2159128,251995,2020-12-07,0000008146,True,17
2159894,248533,2020-12-08,0000003545,True,6
2168412,262639,2021-01-11,0000022444,True,56
2170624,253440,2020-11-06,0000014846,True,6
2170722,260583,2020-10-30,0000019584,True,46
2172676,268454,2021-01-14,0000031667,True,81
2192056,248533,2021-02-04,0000003545,True,19
2212581,268799,2021-02-16,0000031462,True,70
2238429,256893,2021-03-16,0000014707,True,35
2246439,251335,2021-03-09,0000007039,True,28
2247523,252588,2021-01-11,0000008947,True,48
2255724,43182327,2021-04-22,0000036047,True,62
2260807,249841,2021-04-28,0000004447,True,75
2263414,258937,2021-04-29,0000017843,True,26
2275946,251148,2021-05-07,0000006176,True,56
2316088,251995,2021-06-10,0000008146,True,19
2327796,251050,2021-06-25,0000006845,True,38
2348158,253478,2021-07-20,0000009092,True,55
2349577,247812,2021-07-22,0000002098,True,24
2354260,258937,2021-07-29,0000017843,True,24
2357694,254193,2021-07-30,0000009984,True,53
2384802,273056,2021-08-24,0000037472,True,38
2399637,251050,2021-09-21,0000006845,True,47
2400551,273981,2021-09-23,0000039368,True,52
2409133,176787,2021-10-21,0000040211,True,53
2417523,262125,2021-10-28,0000021535,True,66
2418381,254193,2021-10-29,0000009984,True,37
2422124,268363,2021-11-02,0000031791,True,56
2431141,258937,2021-10-28,0000017843,True,31
2457029,258458,2021-12-08,0000016732,True,37
2463396,251050,2021-12-21,0000006845,True,35
2463509,251258,2021-12-21,0000006955,True,39
2469446,252588,2022-01-10,0000008947,True,42
2469490,262639,2022-01-10,0000022444,True,34
2480700,173094,2016-01-28,0000021510,True,54
2481378,251050,2021-04-08,0000006845,True,69
2482115,268363,2022-02-01,0000031791,True,74
2482681,258937,2022-02-02,0000017843,True,37
2483398,273056,2022-01-25,0000037472,True,24
2487892,176787,2022-01-25,0000040211,True,43
2493680,43182327,2022-02-10,0000036047,True,58
2493859,258010,2022-02-08,0000026058,True,66
2498878,254193,2022-02-18,0000009984,True,37
2498965,91797,2022-02-18,0000029669,True,6
2520666,258458,2022-03-09,0000016732,True,33
2525974,251148,2022-03-16,0000006176,True,41
2531792,256893,2022-03-15,0000014707,True,38
2535946,251050,2022-04-07,0000006845,True,44
2537754,251258,2022-03-23,0000006955,True,29
2546490,258937,2022-04-28,0000017843,True,38
2555863,251335,2022-05-05,0000007039,True,6
2556805,268454,2022-05-05,0000031667,True,66
2592228,251050,2022-06-23,0000006845,True,49
2593539,251258,2022-06-28,0000006955,True,19
2601511,253478,2022-07-20,0000009092,True,51
2603084,247812,2022-07-22,0000002098,True,48
2607123,260583,2022-07-28,0000019584,True,41
2607180,260619,2022-07-28,0000020212,True,38
2609797,262125,2022-07-28,0000021535,True,53
2611601,268363,2022-08-01,0000031791,True,58
2614398,248533,2022-08-03,0000003545,True,22
2615895,248356,2022-08-04,0000002969,True,64
2619541,263171,2022-08-04,0000023111,True,29
2621832,266907,2022-08-04,0000029002,True,30
2623852,253440,2022-08-09,0000014846,True,26
2633877,263465,2022-07-29,0000023795,True,45
2636398,251148,2022-08-11,0000006176,True,37
2647815,168154,2022-07-21,0000001750,True,36
2653439,251258,2022-09-29,0000006955,True,19
2656768,252588,2022-10-11,0000008947,True,52
2657345,262639,2022-10-13,0000022444,True,30
2659345,253478,2022-10-19,0000009092,True,48
2662219,273729,2022-10-25,0000038725,True,37
2664438,253018,2022-10-26,0000008858,True,50
2665426,258937,2022-10-27,0000017843,True,32
2665585,43182327,2022-10-27,0000036047,True,40
2666697,262125,2022-10-27,0000021535,True,43
2668095,254193,2022-10-28,0000009984,True,43
2670790,267555,2022-11-01,0000030625,True,51
2670840,268799,2022-11-01,0000031462,True,98
2679069,172131,2022-11-08,0000016040,True,40
2698217,256893,2022-11-22,0000014707,True,57
2704243,251995,2022-12-07,0000008146,True,8
3498084,258010,2021-10-27,0000026058,True,57
400288,262639,2013-01-07,0000022444,True,94
403132,259212,2013-01-17,0000018172,True,55
404518,248356,2013-01-23,0000002969,True,92
405002,256523,2013-01-24,0000014195,True,68
405251,266430,2013-01-24,0000027996,True,42
405370,173094,2013-01-24,0000021510,True,97
409469,89450,2013-02-04,0000021076,True,92
409884,251704,2013-02-05,0000007084,True,84
414360,266767,2013-02-12,0000028823,True,46
415322,265087,2013-02-13,0000025895,True,36
418444,274715,2013-02-19,0000040704,True,28
418782,251411,2013-02-19,0000006281,True,93
419741,267799,2013-02-20,0000030828,True,43
420934,267739,2013-02-21,0000030822,True,70
421753,123059,2013-02-22,0000006292,True,29
426580,270315,2013-02-28,0000033619,True,60
426976,171604,2013-03-01,0000015615,True,52
429689,247170,2013-03-07,0000003197,True,36
429876,258133,2013-03-07,0000019446,True,25
433551,267092,2013-03-14,0000029834,True,28
435382,168154,2013-03-19,0000001750,True,54
445591,273276,2013-04-23,0000038074,True,44
448093,266430,2013-04-25,0000027996,True,20
448312,269924,2013-04-25,0000033213,True,45
452006,266767,2013-04-30,0000028823,True,57
465337,368807,2013-05-15,0000016859,True,122
465983,267092,2013-05-09,0000029834,True,30
467873,91797,2013-04-25,0000029669,True,35
474089,251258,2013-06-03,0000006955,True,47
478668,251258,2013-06-19,0000006955,True,81
479004,261326,2013-06-20,0000020740,True,51
480071,251050,2013-06-26,0000006845,True,57
486750,248356,2013-07-23,0000002969,True,86
486775,263171,2013-07-23,0000023111,True,102
486807,268053,2013-07-23,0000030554,True,76
489146,255132,2013-07-25,0000011199,True,76
489229,269924,2013-07-25,0000033213,True,80
491061,3023697,2013-07-29,0000007431,True,75
492353,268799,2013-07-30,0000031462,True,85
495169,265154,2013-08-01,0000026076,True,55
497510,171947,2013-08-01,0000018396,True,26
498659,248256,2013-08-06,0000003116,True,57
499786,89450,2013-08-01,0000021076,True,76
502985,267092,2013-08-08,0000029834,True,20
506205,251411,2013-08-20,0000006281,True,102
517119,250788,2013-09-12,0000006284,True,30
522518,168154,2013-09-24,0000001750,True,78
522936,258133,2013-09-26,0000019446,True,22
527426,270820,2013-10-09,0000034408,True,61
531019,268053,2013-10-22,0000030554,True,85
531312,263171,2013-10-22,0000023111,True,113
531711,262639,2013-10-23,0000022444,True,74
532994,175749,2013-10-24,0000033185,True,94
533326,269924,2013-10-24,0000033213,True,62
534421,252978,2013-10-25,0000008818,True,77
536403,268799,2013-10-29,0000031462,True,84
539276,89450,2013-10-31,0000021076,True,80
543590,265087,2013-11-06,0000025895,True,66
544992,286237,2013-11-07,0000016099,True,16
545185,247170,2013-11-07,0000003197,True,60
548239,250710,2013-11-12,0000005768,True,82
551513,368807,2013-11-14,0000016859,True,101
551787,267092,2013-11-07,0000029834,True,14
557408,251411,2013-11-26,0000006281,True,84
559231,255524,2013-12-04,0000033769,True,55
563689,274715,2013-12-18,0000040704,True,53
564018,26893,2013-12-19,0000023217,True,81
564212,251258,2013-12-19,0000006955,True,101
565375,262639,2014-01-07,0000022444,True,106
575397,252978,2014-01-31,0000008818,True,110
576654,89450,2014-02-04,0000021076,True,84
581523,26893,2014-02-11,0000023217,True,62
583823,266767,2014-02-13,0000028823,True,77
585315,269924,2014-02-13,0000033213,True,82
588651,252978,2014-02-19,0000008818,True,101
590052,268799,2014-02-21,0000031462,True,115
593685,270315,2014-02-27,0000033619,True,54
597362,255524,2014-03-05,0000033769,True,63
604716,251258,2014-03-19,0000006955,True,112
605627,286237,2014-03-24,0000016099,True,15
610318,250532,2014-04-11,0000005981,True,62
612219,268053,2014-04-17,0000030554,True,76
614450,248356,2014-04-23,0000002969,True,79
616500,254193,2014-04-25,0000009984,True,99
616782,260619,2014-04-24,0000020212,True,43
617027,252978,2014-04-23,0000008818,True,75
617162,268363,2014-04-24,0000031791,True,108
622903,171604,2014-05-02,0000015615,True,71
628973,23557,2014-05-08,0000030697,True,70
634162,252551,2014-05-08,0000039677,True,26
639394,258458,2014-05-19,0000016732,True,61
640172,174765,2014-05-20,0000029644,True,53
645478,171604,2014-06-02,0000015615,True,83
647910,250788,2014-06-05,0000006284,True,34
651779,286237,2014-06-13,0000016099,True,16
657109,255524,2014-07-09,0000033769,True,47
662609,255132,2014-07-24,0000011199,True,75
663057,260583,2014-07-24,0000019584,True,51
665022,252978,2014-07-25,0000008818,True,93
666820,268799,2014-07-29,0000031462,True,90
668568,262125,2014-07-30,0000021535,True,28
672204,268363,2014-07-31,0000031791,True,109
684446,28791,2014-08-14,0000039648,True,63
685120,270820,2014-08-18,0000034408,True,93
685120,270820,2014-08-18,0000034408,True,93
688054,256893,2014-08-27,0000014707,True,70
699715,258133,2014-09-29,0000019446,True,42
700530,252588,2014-10-01,0000008947,True,65
704543,174901,2014-10-16,0000029905,True,98
711297,268053,2014-10-28,0000030554,True,66
711833,268799,2014-10-28,0000031462,True,98
713364,172131,2014-10-29,0000016040,True,90
715015,266767,2014-10-30,0000028823,True,45
715508,28606,2014-10-30,0000037785,True,42
716277,260583,2014-10-31,0000019584,True,47
716409,171604,2014-10-31,0000015615,True,68
719529,251704,2014-11-04,0000007084,True,96
723141,345588,2014-11-06,0000004457,True,52
725600,27868,2014-11-06,0000031347,True,14
726311,286237,2014-11-10,0000016099,True,17
729385,250710,2014-11-10,0000005768,True,75
733301,32650,2014-11-19,0000006885,True,103
735473,251411,2014-11-25,0000006281,True,69
742207,251050,2014-12-18,0000006845,True,41
742239,26893,2014-12-18,0000023217,True,45
743314,262639,2015-01-06,0000022444,True,82
750459,258937,2015-01-28,0000017843,True,45
755782,345588,2015-02-05,0000004457,True,44
757404,250710,2015-02-05,0000005768,True,69
766536,265386,2015-02-19,0000026324,True,36
767626,254193,2015-02-20,0000009984,True,91
769281,268799,2015-02-24,0000031462,True,110
769330,248450,2015-02-24,0000003453,True,59
769970,258458,2015-02-25,0000016732,True,79
771200,260619,2015-02-26,0000020212,True,22
771588,248256,2015-02-26,0000003116,True,94
773031,171604,2015-02-27,0000015615,True,63
774057,259212,2015-02-27,0000018172,True,65
778418,251335,2015-03-05,0000007039,True,124
781153,256893,2015-03-11,0000014707,True,119
784291,251258,2015-03-18,0000006955,True,95
785297,286237,2015-03-23,0000016099,True,18
791499,253478,2015-04-21,0000009092,True,66
794475,254193,2015-04-24,0000009984,True,83
795801,259212,2015-04-28,0000018172,True,17
798158,252978,2015-04-29,0000008818,True,87
798387,171649,2015-04-29,0000014930,True,58
798427,251335,2015-04-29,0000007039,True,126
798684,260583,2015-04-29,0000019584,True,54
799974,268363,2015-04-30,0000031791,True,122
805583,171947,2015-05-06,0000018396,True,34
807479,247170,2015-05-07,0000003197,True,37
816321,368807,2015-05-15,0000016859,True,86
818280,251995,2015-05-19,0000008146,True,9
820985,174765,2015-05-21,0000029644,True,75
823094,345588,2015-05-28,0000004457,True,56
825348,262961,2015-06-05,0000023197,True,17
829977,255524,2015-06-17,0000033769,True,59
831892,274715,2015-07-01,0000040704,True,59
840552,268799,2015-07-28,0000031462,True,90
843682,265386,2015-07-30,0000026324,True,56
843706,176102,2015-07-30,0000035214,True,63
847269,89450,2015-08-03,0000021076,True,75
849519,259212,2015-08-04,0000018172,True,27
851668,171947,2015-08-06,0000018396,True,10
858121,251335,2015-08-06,0000007039,True,102
863880,255524,2015-09-02,0000033769,True,42
873963,258458,2015-09-03,0000016732,True,58
874337,262961,2015-09-29,0000023197,True,15
878253,253478,2015-10-20,0000009092,True,90
880635,258937,2015-10-22,0000017843,True,53
884816,262639,2015-10-28,0000022444,True,81
886674,262125,2015-10-29,0000021535,True,46
887865,252551,2015-10-30,0000039677,True,38
888077,260619,2015-10-29,0000020212,True,24
888806,261326,2015-09-17,0000020740,True,74
891261,251335,2015-11-03,0000007039,True,54
892448,23557,2015-11-04,0000030697,True,89
892833,171604,2015-11-04,0000015615,True,69
892890,255132,2015-10-22,0000011199,True,66
894379,171947,2015-11-05,0000018396,True,8
894500,345588,2015-11-05,0000004457,True,52
894737,268363,2015-11-05,0000031791,True,74
894774,270566,2015-11-05,0000034563,True,35
898201,259212,2015-11-05,0000018172,True,19
907069,270315,2015-11-19,0000033619,True,96
908268,251411,2015-11-24,0000006281,True,88
913986,262961,2015-12-10,0000023197,True,33
915174,274715,2015-12-17,0000040704,True,55
920214,176787,2016-01-21,0000040211,True,101
920338,286237,2016-01-22,0000016099,True,11
921134,268053,2016-01-26,0000030554,True,65
921188,28791,2016-01-26,0000039648,True,43
922988,255132,2016-01-28,0000011199,True,82
924314,174901,2016-01-26,0000029905,True,98
926742,258937,2016-02-04,0000017843,True,41
927110,265154,2016-02-04,0000026076,True,66
927502,345588,2016-02-04,0000004457,True,44
935292,274715,2016-02-16,0000040704,True,21
938801,268799,2016-02-23,0000031462,True,89
950354,258133,2016-03-10,0000019446,True,44
951609,259212,2016-03-14,0000018172,True,17
963162,28791,2016-04-26,0000039648,True,57
963181,258937,2016-04-26,0000017843,True,48
963761,263171,2016-04-26,0000023111,True,33
967637,260583,2016-04-29,0000019584,True,19
968064,263686,2016-04-29,0000024491,True,88
971096,251704,2016-05-03,0000007084,True,84
971485,261171,2016-05-03,0000020520,True,41
971510,262639,2016-03-24,0000022444,True,61
976334,268363,2016-05-05,0000031791,True,91
983944,248256,2016-05-10,0000003116,True,59
988847,32650,2016-05-19,0000006885,True,68
1002139,262639,2016-06-23,0000022444,True,65
1005487,286237,2016-07-08,0000016099,True,8
1012895,263171,2016-07-26,0000023111,True,37
1014759,266937,2016-07-27,0000029332,True,31
1016702,255132,2016-07-28,0000011199,True,94
1017196,248356,2016-07-28,0000002969,True,73
1019688,262125,2016-07-28,0000021535,True,35
1022343,251704,2016-08-02,0000007084,True,50
1022421,265253,2016-08-02,0000026172,True,66
1023119,248450,2016-08-02,0000003453,True,55
1026517,268363,2016-08-04,0000031791,True,89
1029378,260619,2016-08-04,0000020212,True,32
1030555,251335,2016-08-04,0000007039,True,94
1033332,23557,2016-08-10,0000030697,True,93
1034558,248256,2016-08-04,0000003116,True,73
1037271,32650,2016-08-18,0000006885,True,52
1041055,256893,2016-08-30,0000014707,True,87
1052047,26893,2016-09-29,0000023217,True,49
1058715,247812,2016-10-20,0000002098,True,65
1060602,268053,2016-10-25,0000030554,True,60
1061051,266937,2016-10-25,0000029332,True,7
1066734,252551,2016-10-28,0000039677,True,36
1069568,172131,2016-11-01,0000016040,True,61
1070663,255743,2016-11-01,0000012208,True,43
1071016,251704,2016-11-01,0000007084,True,48
1076980,171604,2016-11-04,0000015615,True,72
1077101,251335,2016-11-03,0000007039,True,103
1077646,171947,2016-11-03,0000018396,True,13
1080714,268363,2016-11-07,0000031791,True,87
1082760,23557,2016-11-09,0000030697,True,87
1083986,345588,2016-11-10,0000004457,True,67
1091212,256893,2016-11-22,0000014707,True,62
1123090,258937,2017-02-02,0000017843,True,46
1124659,89450,2017-02-03,0000021076,True,64
1125782,266430,2017-01-26,0000027996,True,39
1133312,415118,2017-02-14,0000030831,True,31
1136473,262125,2017-02-16,0000021535,True,31
1136836,263686,2017-02-17,0000024491,True,36
1136911,254193,2017-02-17,0000009984,True,83
1143019,255743,2017-02-23,0000012208,True,48
1144296,247812,2017-02-23,0000002098,True,64
1153400,250532,2017-03-07,0000005981,True,55
1164650,273981,2017-03-30,0000039368,True,43
1170758,251050,2017-04-13,0000006845,True,69
1174175,253478,2017-04-20,0000009092,True,63
1177096,263171,2017-04-25,0000023111,True,26
1178953,176102,2017-04-26,0000035214,True,46
1184545,262125,2017-04-27,0000021535,True,46
1184925,260619,2017-04-27,0000020212,True,34
1189024,172131,2017-05-02,0000016040,True,61
1195583,268363,2017-05-04,0000031791,True,76
1197531,171604,2017-05-05,0000015615,True,68
1204782,270566,2017-05-09,0000034563,True,25
1210836,251995,2017-05-16,0000008146,True,37
1220830,174765,2017-06-01,0000029644,True,51
1222596,23557,2017-05-10,0000030697,True,84
1224843,256839,2017-06-07,0000014693,True,64
1225352,258133,2017-06-08,0000019446,True,52
1229330,265087,2017-06-14,0000025895,True,24
1231571,268053,2017-04-25,0000030554,True,76
1238691,274715,2017-06-28,0000040704,True,52
1241372,252588,2017-07-06,0000008947,True,52
1252073,268454,2017-07-25,0000031667,True,33
1259067,260619,2017-07-27,0000020212,True,39
1259589,252551,2017-07-28,0000039677,True,32
1259769,262125,2017-07-27,0000021535,True,39
1261882,248450,2017-07-31,0000003453,True,50
1263640,268799,2017-08-01,0000031462,True,78
1269331,268363,2017-08-03,0000031791,True,63
1269405,270315,2017-08-03,0000033619,True,70
1278970,23557,2017-08-09,0000030697,True,87
1289553,255524,2017-08-30,0000033769,True,47
1290291,258458,2017-08-31,0000016732,True,49
1308383,270566,2017-09-28,0000034563,True,39
1314839,253478,2017-10-17,0000009092,True,126
1316395,263465,2017-10-19,0000023795,True,55
1317189,247812,2017-10-20,0000002098,True,71
1318631,263171,2017-10-24,0000023111,True,33
1327464,261171,2017-10-31,0000020520,True,48
1328742,263686,2017-10-30,0000024491,True,52
1329447,91797,2017-11-01,0000029669,True,48
1333487,171604,2017-11-03,0000015615,True,71
1345650,270315,2017-11-09,0000033619,True,63
1346340,247978,2017-11-10,0000002178,True,5
1353464,265154,2017-11-20,0000026076,True,53
1353856,258458,2017-11-21,0000016732,True,76
1363292,251258,2017-12-20,0000006955,True,81
1363408,251050,2017-12-21,0000006845,True,74
1376333,173840,2018-01-30,0000024741,True,55
1377639,252978,2018-01-31,0000008818,True,56
1383188,172131,2018-02-07,0000016040,True,58
1396636,263171,2018-02-20,0000023111,True,26
1397352,268799,2018-02-20,0000031462,True,102
1402919,3023697,2018-02-26,0000007431,True,99
1406535,171604,2018-02-28,0000015615,True,68
1415392,32650,2018-03-08,0000006885,True,6
1415999,258133,2018-03-08,0000019446,True,47
1416063,251335,2018-03-08,0000007039,True,71
1423674,251258,2018-03-21,0000006955,True,82
1424108,252551,2018-02-23,0000039677,True,25
1432797,263171,2018-04-19,0000023111,True,15
1433478,251411,2018-02-28,0000006281,True,51
1442078,256523,2018-04-26,0000014195,True,47
1444597,174336,2018-04-30,0000026780,True,48
1444758,252551,2018-04-27,0000039677,True,29
1446647,268799,2018-05-01,0000031462,True,101
1447727,268363,2018-04-30,0000031791,True,93
1451301,28606,2018-05-03,0000037785,True,56
1451372,265386,2018-05-03,0000026324,True,64
1480526,270315,2018-05-03,0000033619,True,71
1493715,251335,2018-05-02,0000007039,True,78
1513977,249841,2018-07-25,0000004447,True,102
1515567,34668,2018-07-26,0000034067,True,65
1516240,255132,2018-07-26,0000011199,True,73
1523317,251704,2018-07-31,0000007084,True,82
1523766,261171,2018-07-31,0000020520,True,48
1533229,28606,2018-08-02,0000037785,True,56
1543367,248356,2018-08-13,0000002969,True,72
1546068,251995,2018-08-22,0000008146,True,33
1563747,247812,2018-02-27,0000002098,True,59
1572610,253478,2018-10-17,0000009092,True,102
1572743,174901,2018-10-18,0000029905,True,112
1581417,256523,2018-10-26,0000014195,True,69
1584061,254193,2018-10-26,0000009984,True,65
1594548,268799,2018-10-30,0000031462,True,85
1596991,172131,2018-11-06,0000016040,True,57
1609374,268363,2018-10-31,0000031791,True,81
1612875,250532,2018-11-05,0000005981,True,50
1615970,286237,2018-11-12,0000016099,True,9
1617261,266907,2018-11-06,0000029002,True,52
1622003,251148,2018-11-08,0000006176,True,41
1624600,174765,2018-12-04,0000029644,True,59
1633982,251050,2018-12-20,0000006845,True,59
1635134,251258,2018-12-20,0000006955,True,65
1637519,273981,2019-01-17,0000039368,True,59
1645063,174901,2019-01-29,0000029905,True,97
1646406,268363,2019-01-31,0000031791,True,84
1647809,318159,2019-01-30,,False,38
1651418,263465,2019-02-06,0000023795,True,35
1681529,248256,2019-02-28,0000003116,True,37
1687765,262125,2019-03-12,0000021535,True,70
1691803,251148,2019-03-14,0000006176,True,38
1693023,262639,2019-03-21,0000022444,True,58
1698620,415118,2019-02-13,0000030831,True,38
1698747,251050,2019-04-11,0000006845,True,40
1702166,286237,2019-04-22,0000016099,True,8
1702972,247812,2019-04-18,0000002098,True,49
1706355,252978,2019-04-24,0000008818,True,64
1711433,251335,2019-03-07,0000007039,True,105
1716429,273056,2019-04-30,0000037472,True,14
1716629,261171,2019-04-30,0000020520,True,48
1718708,265253,2019-04-30,0000026172,True,68
1738514,255743,2019-05-08,0000012208,True,60
1740035,265386,2019-05-09,0000026324,True,42
1753004,247170,2019-05-08,0000003197,True,24
1756636,256893,2019-06-03,0000014707,True,73
1758526,345588,2017-05-25,0000004457,True,53
1768287,273981,2019-06-27,0000039368,True,65
1775234,253478,2019-07-18,0000009092,True,75
1785082,260583,2019-07-26,0000019584,True,38
1788236,3023697,2019-07-29,0000007431,True,73
1790331,268363,2019-07-29,0000031791,True,73
1827484,251050,2019-09-17,0000006845,True,34
1832332,273056,2019-08-27,0000037472,True,21
1841914,266430,2019-10-24,0000027996,True,53
1842682,262639,2019-10-23,0000022444,True,58
1844260,3023697,2019-10-28,0000007431,True,79
1849550,28606,2019-10-30,0000037785,True,55
1850633,267555,2019-10-31,0000030625,True,50
1851688,260583,2019-10-30,0000019584,True,43
1869234,270566,2019-11-07,0000034563,True,20
1870666,230458856,2019-11-07,0000010254,True,49
1880445,32650,2019-11-21,0000006885,True,6
1880752,268454,2019-10-15,0000031667,True,52
1881105,286237,2019-11-26,0000016099,True,7
1882632,262961,2019-12-04,0000023197,True,40
1888039,262639,2020-01-06,0000022444,True,54
1904598,28606,2020-02-06,0000037785,True,60
1911251,265087,2020-02-12,0000025895,True,37
1912291,266430,2020-02-06,0000027996,True,53
1914968,255743,2020-02-13,0000012208,True,58
1919159,268799,2020-02-18,0000031462,True,91
1919861,262125,2020-02-13,0000021535,True,67
1921574,260583,2020-02-19,0000019584,True,56
1934819,171604,2020-02-28,0000015615,True,66
1937278,251148,2020-03-12,0000006176,True,64
1943085,260619,2020-02-27,0000020212,True,42
1948300,174901,2019-10-17,0000029905,True,93
1988449,250532,2020-05-11,0000005981,True,42
2001195,262125,2020-05-05,0000021535,True,58
2012121,247812,2020-04-17,0000002098,True,59
2014678,43182327,2020-04-23,0000036047,True,64
2030798,265087,2020-06-10,0000025895,True,82
2057037,273673,2020-07-16,0000039020,True,75
2078993,263465,2020-07-30,0000023795,True,35
2082070,252588,2020-07-09,0000008947,True,51
2088952,254193,2020-07-28,0000009984,True,47
2091017,260619,2020-07-30,0000020212,True,32
2101186,251050,2020-09-17,0000006845,True,66
2103884,176102,2020-08-05,0000035214,True,34
2113017,230458856,2020-08-06,0000010254,True,36
2123442,262125,2020-10-29,0000021535,True,79
2123940,263686,2020-10-29,0000024491,True,35
2128706,251335,2020-11-04,0000007039,True,44
2129564,254193,2020-10-23,0000009984,True,56
2150011,252588,2020-10-13,0000008947,True,58
2154748,172131,2020-11-24,0000016040,True,54
2156985,268363,2020-10-28,0000031791,True,52
2164211,251050,2020-12-18,0000006845,True,53
2164417,265087,2020-08-12,0000025895,True,44
2166796,176787,2020-10-20,0000040211,True,95
2184196,176787,2021-01-28,0000040211,True,67
2186208,253478,2021-01-29,0000009092,True,63
2209675,267761,2021-02-11,0000030305,True,39
2216798,263465,2021-02-19,0000023795,True,39
2229408,23557,2021-03-03,0000030697,True,77
2240824,260619,2021-02-25,0000020212,True,42
2242528,273981,2021-03-25,0000039368,True,71
2248105,274715,2021-02-16,0000040704,True,5
2251335,273056,2021-01-26,0000037472,True,28
2252550,173840,2021-01-27,0000024741,True,52
2254103,253478,2021-04-20,0000009092,True,47
2255581,260619,2021-04-22,0000020212,True,37
2258482,254193,2021-02-19,0000009984,True,70
2259535,268799,2021-04-27,0000031462,True,84
2259926,248450,2021-04-27,0000003453,True,33
2265590,254193,2021-04-30,0000009984,True,39
2268128,172131,2021-05-04,0000016040,True,43
2272957,265386,2021-05-06,0000026324,True,32
2273101,28606,2021-05-06,0000037785,True,52
2275373,253440,2021-05-07,0000014846,True,29
2295130,248533,2021-05-05,0000003545,True,27
2302668,345588,2021-05-27,0000004457,True,68
2303642,266430,2021-05-06,0000027996,True,26
2310936,171604,2021-05-07,0000015615,True,56
2314438,258458,2021-06-09,0000016732,True,52
2327001,273981,2021-06-24,0000039368,True,73
2339630,252588,2021-07-09,0000008947,True,48
2354712,260619,2021-07-29,0000020212,True,38
2361873,255743,2021-07-29,0000012208,True,51
2362540,28606,2021-08-04,0000037785,True,45
2374054,253018,2021-08-11,0000008858,True,48
2384035,260583,2021-07-28,0000019584,True,53
2409166,43182327,2021-10-21,0000036047,True,45
2413118,268799,2021-10-26,0000031462,True,80
2426516,266907,2021-11-03,0000029002,True,36
2430954,172131,2021-11-09,0000016040,True,44
2434078,263171,2021-11-09,0000023111,True,33
2457005,251995,2021-12-08,0000008146,True,18
2459270,273673,2021-12-09,0000039020,True,72
2477811,249841,2022-01-26,0000004447,True,87
2482943,26893,2016-12-22,0000023217,True,70
2484879,248533,2022-02-03,0000003545,True,22
2492256,262125,2022-02-10,0000021535,True,64
2493426,43182327,2019-02-14,0000036047,True,73
2508264,260583,2022-02-25,0000019584,True,68
2512069,274715,2022-02-22,0000040704,True,4
2512678,23557,2022-03-01,0000030697,True,73
2522268,251335,2022-03-09,0000007039,True,21
2524109,247170,2022-03-14,0000003197,True,32
2527006,262639,2022-03-17,0000022444,True,46
2530731,273981,2022-03-24,0000039368,True,78
2543486,3023697,2022-04-26,0000007431,True,78
2551389,172131,2022-05-03,0000016040,True,30
2555293,267761,2022-05-03,0000030305,True,31
2560624,251148,2022-05-10,0000006176,True,25
2573333,263465,2022-04-29,0000023795,True,40
2574095,268363,2022-05-03,0000031791,True,70
2590487,262639,2022-06-16,0000022444,True,28
2597693,252588,2022-07-11,0000008947,True,56
2598016,273673,2022-07-13,0000039020,True,4
2604461,273729,2022-07-26,0000038725,True,34
2604523,3023697,2022-07-26,0000007431,True,70
2604616,258010,2022-07-26,0000026058,True,46
2604759,268799,2022-07-26,0000031462,True,107
2605605,252978,2022-07-27,0000008818,True,33
2605652,249841,2022-07-27,0000004447,True,65
2616158,265386,2022-08-04,0000026324,True,24
2622674,247170,2022-08-08,0000003197,True,38
2626865,250532,2022-08-09,0000005981,True,33
2636766,256893,2022-08-23,0000014707,True,34
2640172,256839,2022-08-31,0000014693,True,51
2657868,251050,2022-09-20,0000006845,True,37
2662942,273056,2022-10-25,0000037472,True,51
2666508,255743,2022-10-27,0000012208,True,52
2675373,248450,2022-11-02,0000003453,True,31
2705043,258458,2022-12-07,0000016732,True,52
2996590,171604,2019-11-01,0000015615,True,63
403128,273981,2013-01-17,0000039368,True,71
404331,250859,2013-01-23,0000006314,True,45
405100,176787,2013-01-24,0000040211,True,108
407356,252978,2013-01-30,0000008818,True,82
412162,263339,2013-02-07,0000023675,True,124
412226,175749,2013-02-07,0000033185,True,96
412256,253478,2013-02-07,0000009092,True,116
420441,265386,2013-02-21,0000026324,True,56
421657,254193,2013-02-22,0000009984,True,107
427611,267761,2013-03-04,0000030305,True,63
430821,251335,2013-03-07,0000007039,True,161
435150,256893,2013-03-15,0000014707,True,76
440799,270820,2013-04-10,0000034408,True,61
448374,175749,2013-04-25,0000033185,True,96
450236,260619,2013-04-25,0000020212,True,32
453094,89450,2013-05-01,0000021076,True,111
454078,265386,2013-05-02,0000026324,True,72
454410,265154,2013-05-02,0000026076,True,45
456070,171947,2013-05-02,0000018396,True,36
456637,27868,2013-05-02,0000031347,True,37
